时间,开盘,最高,最低,收盘,涨幅,振幅,总手,金额
2015/8/17,1628.413,1720.41,1619.383,1718.447,5.05%,6.18%,"2,981,124,400","20,298,878,000"
2015/8/14,1655.221,1665.715,1622.821,1635.807,-0.24%,2.62%,"2,168,975,900","15,261,511,000"
2015/8/13,1579.525,1639.932,1553.053,1639.677,2.82%,5.45%,"2,393,340,700","16,457,189,000"
2015/8/12,1596.33,1653.671,1588.732,1594.707,-1.77%,4.00%,"2,372,916,100","16,149,363,000"
2015/8/11,1588.996,1646.355,1575.687,1623.475,2.46%,4.46%,"3,068,650,000","20,521,979,000"
2015/8/10,1520.209,1596.282,1518.84,1584.497,6.48%,5.20%,"2,623,480,300","17,494,228,000"
2015/8/7,1448.762,1490.478,1448.762,1488.126,3.74%,2.91%,"1,433,678,300","9,700,090,000"
2015/8/6,1423.759,1464.1,1420.656,1434.532,-2.00%,2.97%,"1,076,935,120","7,415,759,200"
2015/8/5,1470.85,1504.523,1441.438,1463.749,-1.06%,4.26%,"1,693,780,300","11,866,338,500"
2015/8/4,1393.513,1479.491,1384.943,1479.491,5.66%,6.75%,"1,860,336,400","12,276,219,800"
2015/8/3,1409.554,1432.31,1347.744,1400.291,-2.04%,5.92%,"1,822,380,700","11,288,718,700"
2015/7/31,1423.798,1467.576,1400.845,1429.452,-1.79%,4.58%,"1,654,936,200","10,866,703,500"
2015/7/30,1484.13,1537.226,1444.705,1455.54,-1.31%,6.27%,"2,379,943,700","16,274,552,000"
2015/7/29,1407.832,1474.884,1377.836,1474.884,6.85%,7.03%,"2,024,691,600","12,462,726,900"
2015/7/28,1348.774,1451.985,1311.736,1380.332,-4.30%,9.72%,"2,553,463,000","14,309,174,000"
2015/7/27,1550.443,1604.518,1440.89,1442.293,-9.53%,10.26%,"2,653,933,000","16,595,778,000"
2015/7/24,1624.921,1671.771,1577.093,1594.188,-2.27%,5.80%,"3,516,824,400","22,593,450,000"
2015/7/23,1561.397,1638.888,1556.765,1631.251,4.24%,5.25%,"3,080,487,100","19,599,167,000"
2015/7/22,1551.425,1578.505,1507.123,1564.84,0.32%,4.58%,"2,445,011,500","15,647,531,000"
2015/7/21,1495.19,1576.705,1473.538,1559.911,2.53%,6.78%,"2,567,903,000","16,854,064,000"
2015/7/20,1502.696,1543.332,1472.845,1521.465,2.14%,4.73%,"2,642,443,500","16,530,449,000"
2015/7/17,1404.325,1504.459,1403.858,1489.588,6.42%,7.19%,"2,458,802,600","14,067,966,000"
2015/7/16,1331.315,1456.936,1301.133,1399.66,0.09%,11.14%,"2,369,528,500","13,058,399,900"
2015/7/15,1491.697,1496.198,1389.511,1398.379,-8.13%,7.01%,"2,873,824,400","15,493,074,000"
2015/7/14,1542.923,1603.673,1496.58,1522.208,-0.32%,7.01%,"3,486,201,400","21,444,454,000"
2015/7/13,1467.958,1534.547,1448.942,1527.055,8.41%,6.08%,"3,741,608,700","23,627,503,000"
2015/7/10,1327.885,1408.676,1313.578,1408.605,9.94%,7.42%,"2,837,320,900","16,390,639,000"
2015/7/9,1104.318,1281.262,1100.888,1281.262,9.98%,15.48%,"3,132,845,100","15,387,909,000"
2015/7/8,1144.118,1192.212,1140.738,1164.961,-8.09%,4.06%,"3,104,711,800","13,915,766,000"
2015/7/7,1300.812,1310.584,1240.989,1267.487,-8.03%,5.05%,"3,148,806,000","15,236,526,000"
2015/7/6,1579.002,1579.002,1329.474,1378.112,-4.53%,17.29%,"3,849,568,800","20,879,358,000"
2015/7/3,1511.417,1589.446,1436.439,1443.444,-9.52%,9.59%,"2,856,518,400","16,067,928,000"
2015/7/2,1752.439,1766.622,1592.053,1595.273,-9.53%,9.90%,"3,064,746,500","19,832,201,000"
2015/7/1,1861.361,1932.511,1757.916,1763.326,-6.47%,9.26%,"3,489,217,100","25,446,139,000"
2015/6/30,1754.635,1888.18,1629.971,1885.297,5.20%,14.41%,"3,708,083,900","24,987,325,000"
2015/6/29,1962.093,1971.89,1734.763,1792.034,3.26%,13.66%,"4,996,032,800","34,710,973,000"
2015/6/26,1834.648,1852.49,1727.594,1735.48,-10.26%,6.46%,"4,089,660,400","30,005,827,000"
2015/6/25,2004.839,2011.218,1890.186,1933.915,-4.00%,6.01%,"4,423,345,500","34,727,130,000"
2015/6/24,1949.918,2033.64,1939.955,2014.408,4.33%,4.85%,"4,697,142,300","36,941,978,000"
2015/6/23,1890.941,1932.06,1771.163,1930.842,1.43%,8.45%,"3,540,835,200","26,996,887,000"
2015/6/19,1985.853,2029.452,1896.908,1903.658,-7.80%,6.42%,"3,485,611,000","27,765,549,000"
2015/6/18,2079.31,2167.919,2050.441,2064.792,-1.01%,5.63%,"4,121,178,000","35,580,170,000"
2015/6/17,2015.449,2095.296,1933.172,2085.902,3.03%,8.01%,"3,754,645,300","31,349,880,000"
2015/6/16,2099.304,2102.045,2001.56,2024.519,-5.47%,4.69%,"3,962,853,200","34,510,631,000"
2015/6/15,2058.996,2185.791,2058.917,2141.623,3.88%,6.15%,"6,023,532,800","51,754,949,000"
2015/6/12,2032.146,2073.092,2009.048,2061.693,1.82%,3.16%,"5,066,710,200","43,636,581,000"
2015/6/11,1975.028,2028.32,1968.349,2024.797,2.16%,3.03%,"4,364,811,300","38,301,136,000"
2015/6/10,1939.277,2003.745,1912.218,1981.929,1.23%,4.67%,"4,101,775,100","34,515,042,000"
2015/6/9,1941.326,1965.317,1921.02,1957.807,0.55%,2.28%,"4,751,364,400","40,053,907,000"
2015/6/8,1958.456,1978.246,1913.58,1947.098,-0.21%,3.31%,"5,782,370,500","47,114,057,000"
2015/6/5,1902.238,1961.94,1885.736,1951.14,3.88%,4.06%,"6,086,674,900","49,011,845,000"
2015/6/4,1841.07,1878.29,1743.742,1878.29,1.11%,7.24%,"4,675,175,400","36,302,498,000"
2015/6/3,1873.795,1876.063,1803.909,1857.657,-0.51%,3.86%,"4,278,652,500","34,222,635,000"
2015/6/2,1809.86,1867.45,1797.383,1867.194,4.21%,3.91%,"4,330,030,400","32,791,612,000"
2015/6/1,1710.058,1792.111,1709.452,1791.688,5.75%,4.88%,"4,032,805,500","28,798,821,000"
2015/5/29,1672.331,1724.687,1592.841,1694.325,1.25%,7.88%,"4,458,480,600","31,152,411,000"
2015/5/28,1798.939,1838.064,1672.696,1673.467,-6.97%,9.19%,"6,193,954,500","45,731,921,000"
2015/5/27,1769.732,1810.783,1720.974,1798.875,2.51%,5.12%,"5,855,650,900","43,873,986,000"
2015/5/26,1706.417,1761.567,1684.537,1754.817,3.98%,4.56%,"5,628,894,700","40,042,675,000"
2015/5/25,1633.11,1687.672,1622.615,1687.672,3.95%,4.01%,"4,921,161,200","35,486,839,000"
2015/5/22,1589.873,1625.053,1578.799,1623.543,3.67%,2.95%,"4,809,283,100","34,330,813,000"
2015/5/21,1536.866,1566.755,1519.716,1566.047,2.73%,3.09%,"2,583,781,900","18,214,790,000"
2015/5/20,1520.217,1547.724,1520.056,1524.399,1.53%,1.84%,"2,901,807,000","19,812,360,000"
2015/5/19,1464.728,1501.396,1462.706,1501.396,3.39%,2.66%,"2,374,472,400","16,386,764,000"
2015/5/18,1444.786,1461.874,1436.912,1452.178,0.40%,1.73%,"2,156,585,500","14,694,964,000"
2015/5/15,1453.672,1465.91,1436.684,1446.34,0.04%,2.02%,"3,481,297,500","24,947,867,000"
2015/5/14,1434.276,1446.942,1395.535,1445.824,0.63%,3.58%,"3,281,457,300","22,158,153,000"
2015/5/13,1434.008,1459.826,1415.376,1436.831,-0.03%,3.09%,"3,061,643,800","20,801,817,000"
2015/5/12,1421.855,1443.56,1414.261,1437.191,1.15%,2.06%,"2,694,338,000","18,567,448,000"
2015/5/11,1384.657,1420.874,1369.755,1420.827,3.89%,3.74%,"2,916,999,400","19,022,316,000"
2015/5/8,1337.737,1368.088,1326.555,1367.586,3.32%,3.14%,"2,636,429,100","16,536,408,000"
2015/5/7,1390.911,1393.478,1321.942,1323.589,-5.77%,5.09%,"2,819,693,200","17,873,298,000"
2015/5/6,1466.352,1485.966,1385.969,1404.57,-4.44%,6.80%,"3,090,764,900","20,980,216,000"
2015/5/5,1565.851,1565.851,1457.759,1469.799,-5.71%,6.93%,"4,217,499,200","29,915,018,000"
2015/5/4,1512.811,1571.282,1510.784,1558.756,3.42%,4.01%,"3,404,282,400","25,142,827,000"
2015/4/30,1534.278,1536.133,1506.614,1507.25,-1.93%,1.92%,"2,832,196,300","20,172,621,000"
2015/4/29,1519.191,1544.611,1512.139,1536.875,0.70%,2.13%,"3,108,808,400","22,796,857,000"
2015/4/28,1593.375,1593.43,1517.474,1526.244,-4.59%,4.75%,"4,710,550,000","34,922,531,000"
2015/4/27,1585.139,1611.241,1564.442,1599.664,1.01%,2.96%,"5,027,430,300","36,772,174,000"
2015/4/24,1604.3,1604.3,1558.223,1583.61,-2.34%,2.84%,"4,878,656,100","35,550,402,000"
2015/4/23,1565.971,1635.995,1556.774,1621.635,3.97%,5.08%,"5,735,501,700","41,751,138,000"
2015/4/22,1521.068,1561.343,1520.816,1559.679,3.14%,2.68%,"5,351,973,300","37,866,302,000"
2015/4/21,1442.453,1512.245,1442.019,1512.197,4.58%,4.86%,"5,208,716,900","35,611,669,000"
2015/4/20,1431.044,1485.121,1406.967,1445.972,0.09%,5.41%,"5,551,303,800","37,046,769,000"
2015/4/17,1416.521,1462.798,1416.521,1444.624,2.81%,3.29%,"4,629,271,300","30,953,614,000"
2015/4/16,1372.298,1409.546,1352.537,1405.186,0.98%,4.10%,"2,721,274,900","17,969,399,000"
2015/4/15,1432.326,1432.519,1383.276,1391.595,-3.54%,3.41%,"3,249,175,200","21,190,191,000"
2015/4/14,1429.81,1462.692,1415.615,1442.666,0.62%,3.28%,"4,240,856,300","27,694,577,000"
2015/4/13,1406.397,1434.246,1400.089,1433.825,2.29%,2.44%,"3,859,945,000","25,273,379,000"
2015/4/10,1367.066,1402.868,1352.224,1401.772,2.32%,3.70%,"3,180,619,200","20,569,791,000"
2015/4/9,1381.418,1388.749,1327.413,1369.989,0.29%,4.49%,"3,628,895,300","23,400,811,000"
2015/4/8,1369.237,1371.346,1322.26,1366.073,0.28%,3.60%,"3,920,105,600","23,984,041,000"
2015/4/7,1350.949,1362.467,1346.118,1362.294,1.87%,1.22%,"3,610,532,400","22,121,768,000"
2015/4/3,1293.969,1338.07,1284.764,1337.275,3.10%,4.11%,"3,358,403,400","20,440,279,000"
2015/4/2,1286.079,1297.272,1279.43,1297.066,1.31%,1.39%,"2,495,235,400","15,468,402,000"
2015/4/1,1263.884,1285.758,1260.76,1280.339,1.15%,1.97%,"2,344,361,700","14,517,508,000"
2015/3/31,1281.498,1289.356,1263.533,1265.744,0.17%,2.04%,"3,530,023,100","20,986,762,000"
2015/3/30,1247.354,1264.609,1247.314,1263.533,2.28%,1.40%,"3,119,281,800","19,450,210,000"
2015/3/27,1229.219,1243.613,1223.677,1235.32,-0.06%,1.61%,"1,829,406,000","11,009,708,200"
2015/3/26,1237.285,1256.982,1220.039,1236.038,-0.81%,2.96%,"2,451,211,400","14,855,466,000"
2015/3/25,1269.613,1269.613,1231.485,1246.169,-2.26%,2.99%,"3,181,528,200","18,441,153,000"
2015/3/24,1233.007,1300.748,1218.307,1275.043,3.52%,6.69%,"5,028,301,900","28,593,536,000"
2015/3/23,1208.062,1235.415,1207.984,1231.657,2.55%,2.28%,"3,266,960,300","18,279,234,000"
2015/3/20,1200.972,1207.146,1194.06,1201.088,-0.22%,1.09%,"2,292,965,000","13,155,060,100"
2015/3/19,1223.922,1223.922,1189.77,1203.729,-0.97%,2.81%,"3,201,687,200","18,445,711,000"
2015/3/18,1168.741,1216.987,1168.741,1215.492,4.92%,4.16%,"3,571,292,500","19,670,345,000"
2015/3/17,1132.164,1162.239,1131.693,1158.502,3.01%,2.72%,"2,935,452,900","16,375,079,000"
2015/3/16,1096.87,1125.078,1096.376,1124.619,2.89%,2.63%,"2,260,705,100","12,947,698,500"
2015/3/13,1076.741,1093.062,1075.666,1093.062,1.75%,1.62%,"1,939,687,300","10,321,364,400"
2015/3/12,1065.222,1074.246,1064.414,1074.246,0.80%,0.92%,"1,469,599,200","7,620,638,900"
2015/3/11,1066.852,1072.536,1060.593,1065.755,-0.12%,1.12%,"1,233,153,050","6,510,917,000"
2015/3/10,1062.947,1072.319,1060.434,1066.995,0.20%,1.12%,"1,275,062,270","6,592,981,700"
2015/3/9,1051.118,1065.276,1043.018,1064.9,0.63%,2.10%,"1,282,774,990","6,785,874,800"
2015/3/6,1060.602,1066.585,1051.001,1058.244,-0.55%,1.46%,"1,668,678,600","8,714,079,400"
2015/3/5,1066.944,1068.773,1054.657,1064.114,-0.55%,1.32%,"1,466,827,900","7,923,842,300"
2015/3/4,1059.18,1069.982,1055.99,1069.982,0.65%,1.32%,"1,329,535,010","7,520,529,900"
2015/3/3,1072.616,1075.502,1062.046,1063.124,-1.37%,1.25%,"2,242,267,300","12,738,075,200"
2015/3/2,1047.424,1085.162,1044.433,1077.937,3.47%,3.91%,"2,476,568,200","13,102,842,100"
2015/2/27,1022.195,1042.239,1019.489,1041.745,1.92%,2.23%,"1,687,247,300","8,932,605,200"
2015/2/26,1011.42,1022.127,999.369,1022.127,1.27%,2.25%,"1,392,652,100","6,925,909,200"
2015/2/25,1008.911,1017.104,1006.418,1009.267,0.45%,1.06%,"1,251,554,440","6,199,597,800"
2015/2/17,994.615,1009.26,994.581,1004.788,1.11%,1.48%,"1,160,096,340","5,912,415,600"
2015/2/16,988.421,996.724,986.246,993.725,0.53%,1.06%,"1,348,310,700","6,479,379,300"
2015/2/13,966.45,996.241,966.45,988.454,2.82%,3.10%,"1,793,738,700","8,367,294,000"
2015/2/12,958.001,962.88,950.758,961.345,0.19%,1.26%,"1,042,959,330","5,371,844,600"
2015/2/11,950.957,961.203,949.657,959.49,0.83%,1.21%,"922,795,420","4,847,528,100"
2015/2/10,937.922,951.592,936.875,951.592,1.09%,1.56%,"960,564,610","4,798,121,600"
2015/2/9,936.696,949.854,927.363,941.363,0.17%,2.39%,"1,115,499,660","5,696,381,800"
2015/2/6,961.219,963.484,934.513,939.808,-2.68%,3.00%,"1,668,672,800","8,414,312,500"
2015/2/5,1005.346,1006.032,964.003,965.682,-2.87%,4.23%,"1,758,452,500","9,409,799,400"
2015/2/4,975.515,1006.921,975.515,994.171,2.17%,3.23%,"1,889,416,200","10,037,654,300"
2015/2/3,963.604,975.099,961.485,973.066,0.83%,1.41%,"1,072,371,580","5,725,241,300"
2015/2/2,969.57,978.276,959.546,965.07,-2.30%,1.90%,"1,587,384,500","7,935,504,000"
2015/1/30,1004.029,1007.238,987.336,987.752,-1.59%,1.98%,"1,313,782,470","6,443,585,500"
2015/1/29,986.463,1014.335,979.909,1003.743,1.07%,3.47%,"1,745,039,000","8,730,508,800"
2015/1/28,998.995,1002.827,988.865,993.084,-1.13%,1.39%,"1,458,230,900","7,938,204,000"
2015/1/27,1004.402,1007.306,984.204,1004.468,0.29%,2.31%,"2,111,269,800","11,690,594,600"
2015/1/26,977.192,1001.791,967.508,1001.531,2.73%,3.52%,"2,278,191,000","12,550,329,400"
2015/1/23,979.672,985.943,969.456,974.885,-0.29%,1.69%,"1,870,130,900","9,173,912,100"
2015/1/22,964.413,982.508,959.955,977.751,1.36%,2.34%,"1,852,910,100","8,932,755,200"
2015/1/21,926.582,964.965,925.816,964.646,4.26%,4.23%,"1,592,552,400","7,831,074,300"
2015/1/20,899.389,925.274,899.389,925.274,3.17%,2.89%,"1,251,129,770","5,644,294,700"
2015/1/19,937.539,946.092,889.777,896.854,-7.80%,5.79%,"1,837,763,400","8,358,749,500"
2015/1/16,965.73,972.758,961.596,972.691,0.97%,1.16%,"1,359,431,200","6,598,088,100"
2015/1/15,939.575,963.357,935.364,963.357,2.29%,2.97%,"1,142,098,230","5,305,198,700"
2015/1/14,952.632,955.128,935.982,941.762,-1.12%,2.01%,"992,298,730","4,648,417,100"
2015/1/13,942.348,955.242,942.222,952.403,0.65%,1.38%,"928,292,590","4,510,230,000"
2015/1/12,971.022,971.022,939.499,946.269,-3.60%,3.21%,"1,517,586,600","7,142,606,500"
2015/1/9,985.351,1007.942,976.238,981.642,-1.03%,3.20%,"1,739,189,600","8,591,585,400"
2015/1/8,1020.967,1023.509,990.14,991.834,-3.14%,3.26%,"1,795,902,500","9,196,765,600"
2015/1/7,1009.326,1024.876,1004.964,1024.039,1.26%,1.97%,"1,822,588,800","9,169,748,100"
2015/1/6,1011.571,1017.258,994.914,1011.277,-0.89%,2.19%,"1,994,138,600","9,709,772,200"
2015/1/5,987.608,1023.392,986.175,1020.39,3.15%,3.76%,"2,771,915,800","13,340,184,300"
2014/12/31,978.49,990.927,975.935,989.246,1.48%,1.54%,"1,715,110,200","8,069,794,700"
2014/12/30,998.447,1000.826,968.033,974.826,-2.52%,3.28%,"1,767,297,100","8,135,597,200"
2014/12/29,1003.181,1013.765,989.865,999.999,-0.31%,2.38%,"2,213,275,600","10,521,287,100"
2014/12/26,992.245,1003.078,983.12,1003.078,1.21%,2.01%,"2,035,341,000","9,491,870,000"
2014/12/25,953.578,991.049,953.578,991.049,3.82%,3.93%,"1,817,604,700","8,157,909,100"
